Team,Player,FG Makes,FG Attempts,FG%,FG xP,FG Actual,FG Performance,FT Makes,FT Attempts,FT%,FT xP,FT Actual,FT Performance,Total xP,Total Actual,Total Performance
Bellarmine,Jack Karasinski,8,12,0.6666666666666666,11.874617550111614,18,6.125382449888386,3,5,0.6,3.599407765034037,3,-0.5994077650340368,15.474025315145651,21,5.525974684854349
Bellarmine,Brian Waddell,8,11,0.7272727272727273,10.92807476300039,18,7.0719252369996095,7,9,0.7777777777777778,6.478933977061266,7,0.5210660229387338,17.407008740061656,25,7.592991259938344
Bellarmine,Grant Whitaker,0,1,0.0,0.987052559522434,0,-0.987052559522434,0,0,0.0,0.0,0,0.0,0.987052559522434,0,-0.987052559522434
Bellarmine,Kenyon Goodin,2,7,0.2857142857142857,7.264413132484482,5,-2.2644131324844823,1,1,1.0,0.7198815530068073,1,0.28011844699319266,7.98429468549129,6,-1.9842946854912897
Bellarmine,Myles Watkins,2,4,0.5,3.8179359303100258,4,0.18206406968997424,3,3,1.0,2.159644659020422,3,0.8403553409795781,5.977580589330447,7,1.0224194106695528
Bellarmine,Michael Wilson Jr.,2,5,0.4,5.1293826134095095,4,-1.1293826134095095,0,0,0.0,0.0,0,0.0,5.1293826134095095,4,-1.1293826134095095
Bellarmine,Sam Donald,1,4,0.25,3.7683600154306456,3,-0.7683600154306456,0,0,0.0,0.0,0,0.0,3.7683600154306456,3,-0.7683600154306456
Bellarmine,Jacob Wassler,0,1,0.0,1.0849088964759483,0,-1.0849088964759483,0,0,0.0,0.0,0,0.0,1.0849088964759483,0,-1.0849088964759483
Bellarmine,Darrius Bolden,1,2,0.5,1.8177317393224797,2,0.18226826067752033,0,0,0.0,0.0,0,0.0,1.8177317393224797,2,0.18226826067752033
Bellarmine,Donovan Hunter,1,2,0.5,1.681891450989567,2,0.31810854901043295,0,0,0.0,0.0,0,0.0,1.681891450989567,2,0.31810854901043295
Murray State,Javon Jackson,4,7,0.5714285714285714,6.025725814477477,10,3.974274185522523,4,4,1.0,2.8795262120272294,4,1.1204737879727706,8.905252026504707,14,5.094747973495293
Murray State,JJ Traynor,8,12,0.6666666666666666,11.213831363916539,17,5.786168636083461,0,0,0.0,0.0,0,0.0,11.213831363916539,17,5.786168636083461
Murray State,Fred King,5,8,0.625,8.119904412421764,10,1.8800955875782357,2,2,1.0,1.4397631060136147,2,0.5602368939863853,9.55966751843538,12,2.440332481564621
Murray State,Mason Miller,2,4,0.5,3.952812383140894,6,2.047187616859106,0,0,0.0,0.0,0,0.0,3.952812383140894,6,2.047187616859106
Murray State,Layne Taylor,1,6,0.16666666666666666,5.8211380678618365,3,-2.8211380678618365,0,0,0.0,0.0,0,0.0,5.8211380678618365,3,-2.8211380678618365
Murray State,KJ Tenner,1,2,0.5,2.1070112547347146,3,0.8929887452652854,2,2,1.0,1.4397631060136147,2,0.5602368939863853,3.546774360748329,5,1.453225639251671
Murray State,Brayden Shorter,1,4,0.25,4.833057396708121,3,-1.8330573967081207,0,0,0.0,0.0,0,0.0,4.833057396708121,3,-1.8330573967081207
Murray State,Brock Vice,1,1,1.0,1.094641675607162,2,0.905358324392838,0,0,0.0,0.0,0,0.0,1.094641675607162,2,0.905358324392838
Murray State,Mathis Courbon,1,4,0.25,4.899149452586583,3,-1.8991494525865829,0,0,0.0,0.0,0,0.0,4.899149452586583,3,-1.8991494525865829
Murray State,Roman Domon,6,8,0.75,7.486694178512991,14,6.513305821487009,2,3,0.6666666666666666,2.159644659020422,2,-0.1596446590204219,9.646338837533413,16,6.353661162466587
Murray State,Dylan Anderson,0,1,0.0,1.193948375642592,0,-1.193948375642592,0,0,0.0,0.0,0,0.0,1.193948375642592,0,-1.193948375642592
